CropID,SciName,Info
2578,Acacia ancistrocarpa,"BRIEF DESCRIPTION  A multi-stemmed shrub reaching a height of 2-4 m and sometimes up to 8 m. USES  Can be used for firewood, erosion control, and low shelter. GROWING PERIOD  Perennial withstanding a dry season of 7-9 months. COMMON NAMES  Fritzroy wattle, Pindan wattle. FURTHER INF  Fritzroy wattle is common dry sandy and stony soils in northern central and northwestern Australia. It occur within the lattudinal range 16-25°S at elevations between sea level and 500 m. It can be found on a range of topographical situations including coastal plains, ironstone ridges, stony hills, watercourses and alluvial drainage lines. It is nitrogen fixing."
2580,Acacia anticeps,BRIEF DESCRIPTION
11018,Zoysia matrella,GROWING PERIOD: Perennial grass.
11015,Zostera marina,SOURCES
18480,Zornia latifolia,"DESCRIPTION: It is a prostrate, much branched, herbaceous legume, with a tap-root and stems between 20-50 cm long. Leaves bifoliolate, leaflets 1-4 cm long. The inflorescence is a terminal peduncled spike with 1-35 yellow flowers. Pods 2-3 mm long and wide. USE: Used as wild pasture.GROWING PERIOD: Perennial. COMMON NAMES: Tencilla. FURTHER INF: It is native of Central and Northern South America north of latitude 35°S and usually found in open fields and grassy areas. Grows well in areas with 1000-2000 mm rainfall/year; drought resistant, survives dry season of 4-6 months. Well adapted to the free-draining, acid and low-fertility, Al-toxic oxisols of the South American savannas. Little or no shade tolerance. DM yields of 2.4-2.8 t/ha in 12 weeks have been recorded. 0.6-4.9 t/ha when grown in association with Brachiaria decumbens and/or Andropogon gayanus."
11001,Ziziphus mucronata,"DESCRIPTION: It is usually a deciduous shrub or medium-sized tree up to 9 m tall with a trunk that is frequently crooked; branches spreading, often drooping, branching well above ground or near the base. Leaves ovate to broadly ovate, 2.5-8 x 1.9-8 cm, shiny, densely hairy to quite smooth. Fruit a round, reddish-brown, glossy drupe. Trees with 2 types of fruit, the small type 7-10 mm in diameter and the large type 15-25 mm in diameter, all often remaining on the tree after the leaves have fallen. USE: The fruit is eaten fresh or dried, in meal or porridge. The young leaves can be cooked and eaten as spinach. Seeds are roasted, crushed and used as a coffee substitute. Both leaves and fruits are browsed and used as fodder. The flowers are a source of honey. The wood is hard and makes good firewood and charcoal. The bark contains 12-15% tannin. Roots are used as a remedy for pain and to treat snakebite. Boils and other skin infections are treated with leaf paste, and this, together with an infusion of the roots, is a treatment for tubercular gland swellings, measles, dysentery, lumbago and chest complaints. The bark is used as an emetic; bark decoction is used for rheumatism and stomach troubles, bark infusion is used to treat coughs, and bark is used in a steam bath to purify the complexion. It is planted as a living fence. GROWING PERIOD: Perennial. COMMON NAMES: Cape thorn. FURTHER INF: It grows in areas dominated by thorny vegetation in both temperate and tropical climates. Also found in open scrubland, woodland, forest margins and riverine vegetation. It is a very hardy species, most common in dry areas; it is resistant to both frost and drought. Tolerant to shallow soils, seasonal waterlogging, salt spray and soil salinity. Regarded as an indicator of underground water."
17633,Ziziphus mauritiana,"BRIEF DESCRIPTION: A spiny deciduous or almost evergreen shrub or small tree reaching a height of 3-15 m, with a trunk diameter up to 40 cm or more. It has a spreading crown, drooping branches and reddish fruits. USES: It is mainly cultivated for its edible fruits. The fruit can be eaten fresh, dried like dates, or pickled. It can be made into flour meal, butter, cheeselike paste, and alcoholic as well as non-alcoholic beverage. The wood is use for constuction of rural houses, posts, tool handles, farm implements, saddletrees, sandals, turnery, and firewood and charcoal. The tree is planted as living fence, it is browsed by livestock and is mentioned as a possible agroforestry species. Bark contain tannin. Bark and leaves have medicinal properties. Leaves are fed to tasar silkworms and the tree  hosts lac insects for shellac production. GROWING PERIOD: Perennial. Begins to bear after 6-8 years and increase yields to 15-20 years of age. COMMON NAMES:   Indian jujube, Indian plum, Indian cherry, Chinese date, Chinese jujube, Dattero cinese, Datte chinoise, Azufaifa, Giuggiolo, Unabi, Jujube, Jujubier, Beri, Inu-natsume, Ber tree, Ber, De ber. FURTHER INF: Scientific synonyms: Z. mauratianus, Z. jujuba. Rhamnus jujuba. Indian jujube is indigenous to South Asia. It is normally found at elevations from sea level to 600 m, but can be found up to 1800 m. The tree is salt sensitive, but shoots of the plant can be grafted on the roots of Z. nummularia to allow fruit production on saline land. It is drought hardy and does not tolerate high air humidity.  Fruit yields may range from 80-130 kg/tree per year."
372331,Zornia glabra,"DESCRIPTION: Erect, herbaceous legume up to 60 cm tall. Leaves bifoliolate, lower leaflet to 40 mm long, 8 mm broad, the upper leaflet narrower. Flower standard yellow to 13 mm long. USE: Not currently used commercially, but may have application in pastures and is being tested for value in intercropping systems. GROWING PERIOD: Perennial. COMMON NAMES: FURTHER INF: It is native of French Guiana, Guyana, Suriname and Brazil. It is mostly found in areas with annual rainfall of more than 1500 mm and with average annual temperatures ranging from about 23ˆ27ºC. Occurs on ultisols in its native environment, and has proven adapted to ultisols and oxisols in the wet tropics elsewhere. These soils have pH as low as 4, and are of low fertility. It has little or no shade tolerance. Poor tolerance to trampling damage and short defoliation. Recovers fire from soil seed bank and below-ground crown. Moderate yields under savannah conditions in tropical America."
243766,Ziziphus abyssinica,"DESCRIPTION: It is a semi-evergreen spiny shrub, scrambler or small tree up to 12 m tall. It has a spreading, drooping branches forming a heavy, rounded and untidy crown. Leaves ovate to broadly ovate, up to 8 x 4.7 cm. Fruit almost spherical, 2-3 cm in diameter, shiny red or reddish-brown when mature and smooth. USE: The sweet fruits are edible, and the leaves may be cooked as a vegetable and also used as fodder. The flowers are a source of honey. Wood is used as firewood and charcoal, it is also used for furniture, interior work and carving. The bark yields a cinnamon-coloured dye. Ash from the burnt leaves is mixed with salt and applied on the throat to relieve tonsillitis. A fomentation of steaming hot leaves soaked in boiling water are used as on the chest to treat pneumonia. The spiny branches make this plant useful as a protective live fence. GROWING PERIOD: Perennial. COMMON NAMES: Jujube. FURTHER INF: It is found growing in arid or dry tropical and subtropical regions, with severe heat and slight frost. It occurs at medium to low altitudes, in open woodland, open grassland and along riverbanks; it reaches its southernmost limit along the southern escarpment of the Zambezi Valley. The tree grows throughout Zambia except for 5 districts in the northwest corner and is widespread outside Zambia from Senegal and Ethiopia south to Angola and Mozambique. It is locally frequent in the chipya, Kalahari and munga woodlands and in munga scrub and occurs occasionally in other woodland types and on termite mounds. It grows throughout East Africa; in Uganda, it occurs in dry savannah in eastern and northern regions."
10994,Zizania latifolia,"DESCRIPTION: It is a annual or perennial, aquatic plant reaching up to 1.2-2.4 m in height. USE: It is often cultivated as a food plant in Asia, it has edible rhizomes, young shoots, seed and stem bases. The swollen stem bases, infected with a smut fungus, are eaten as a raw or cooked vegetable by the Chinese and is very popular. The leaves can be woven into mats. The shoots, roots and the seed are diuretic and febrifuge. The leaves are tonic. GROWING PERIOD: Annual or perennial depending on growing conditions. COMMON NAMES: Water bamboo, Manchurian wild rice. FURTHER INF: It requires hot summers with temperatures between 20-30°C if it is to do well. At 20°C, the plant grows poorly and the harvested stems are not tender. It withstands winter temperatures in England and in Beijing. A marsh or water plant requiring poorly drained soil, shallow stagnant or better slowly flowing water. It is easily grown in most soils but thrives in slightly acidic, clay or clay-loam soil high in organic matter."
2177,Zingiber officinale,"BRIEF DESCRIPTION  A slender, erect herbaceous plant, 30-100 cm high, with a robust branched rhizome borne horizontally near the soil surface, bearing leafy shoots close together. The fleshy sympodial rhizome is hard, thich and usually pale yellow within. USES  The underground stem is used as a spice for culinary purposes and for ginger beer, ginger ale and ginger wine. An essential oil is used in flavoring essences and perfumery. It also has medicinal properties. Mentioned as a useful agroforestry species. GROWING PERIOD  Perennial, usually grown as an annual. In India, the crop is usually planted in May, and in Queensland in September. The plant can be harvested after 270-365 days, when the stalks begin to wither. COMMON NAMES  Ginger, Gingembre, Jingibre, Ingwer, Zingibel, Zinjibil, Zanzai, Then-schibel, Gingebela, Zenjibil, Dendabil, Kundi, Zanjabeel, Sankanjabir, Citaraho, Jinja, Tangawizi, Ata-le, Jinja. FURTHER INF  Scientific synonyms: Z. zingiber, Z. blancoi, Z. majus, Amomum zingiber. Ginger is mainly cultivated in the tropics from sea level to 1500 m and it thrive in hot, moist conditions, but can be grown over more diverse conditions than most other spices. Ginger originated in South East Asia, but is nowhere known in a wild state. When grown on slopes the production may result in severe erosion unless adequate soil-conservation methodes have been employed. Low temperatures will induce dormancy. The expected yield of dried ginger may be 1.5-7.5 t/ha. The dried ginger constitues about 25% of the raw rhizome's weight. Yields of green ginger can be up to 38 t/ha."
10981,Zea mays ssp. saccharata,BRIEF DESCRIPTION
238663,Zea mays ssp. mays,"BRIEF DESCRIPTION  A tall, coarse grass and grain crop up to 40-700 cm with strong erect stalks and long narrow leaves. USES  It is mainly grown for food and fodder. The grain is ground to flour and used in starchy foods and breads. It is used in breakfast foods, i.e. corn-flakes. Fermented grain is made into wiskey and industial alcohol. Corn starch is used in cosmetics, adhesives, glucose, and syrup. Oil is extracted from the seed embryo and used as salad oil, and to make linolium, paints, varnishes, soaps, glycerine, and high fructose syrup. Mentioned as a useful agroforestry species. GROWING PERIOD  Annual. In Kenya quick-maturing lowland varieties flower in 60 days and mature in 120 days, varieties grown between 1200-2100 m in elevation flowers in 105 days and mature in 210 days, while varieties grown at 2100-3200 m may take 195 days to flower and more than 365 days to mature. In the United States corn on average mature within 130-140 days and some cultivars only require 90 days. COMMON NAMES  Maize, Mais, Maiz, Sweet corn, Mealies, Corn, Green maize, Bok'olo, Indian corn, Blue corn. FURTHER INF  Maize can be found at elevations between sea level and 4000 m and it can be grown at latitudes from 48°N to 40°S. Photosynthesis pathway C4 III for tropical lowland and C4 IV for highland and temperate types. Hot, dry winds may reduce the amount of pollen available for fertilization and very humid conditions are not considered good for maize. Hail can do great damage to the crop. Since the crop leaves much of the ground uncovered, soil erosion and water losses can be severe. The optimum yield is 7-11 t/ha, world average 3.6 t/ha. High yields of maize make a heavy drain on soil nutrients and it has a high nitrogen requirement. The species is probably indigenous to Mexico and Central America. Some short-season varieties are able to develop with only 300 mm of rain."
2175,Zea mays,"DESCRIPTION: A tall vigorous annual grass, and grain crop varying greatly in size according to race and growth conditions; commercial types are about 2m tall. It has many fasciculate roots. The erect shoot (culm) consists of four basic structures: the internodes, the leaves, the prophyll and the bud or apical meristem, which are collectively called the phytomer. The leaves that emerge from its nodes are alternate, lanceolate, acuminate and parallel-veined with small ligules. Maize is a monoecious plant; it develops inflorescences with unisexual flowers, and these are always born in separate parts of the plant. The female inflorescence - the ear, arises from the axillary bud apices, and male inflorescence, the tassel, develops from the apical growing point at the top of the plant. The kernel or fruit of maize is called a caryopsis. The ovary wall or pericarp is fused with the seed coat or testa and these combined together make the fruit wall. The mature fruit consists of three major parts - fruit wall, diploid embryo and triploid endosperm. The outermost layer of the endosperm, in contact with fruit wall is called the aleurone layer. The mature corn kernel is made up of three main parts, the seed coat or pericarp, the starchy endosperm and the embryo often called the germ, which will develop into a new plant. USES: It is mainly grown for food and fodder. The grain is ground to flour and used in starchy foods and breads. It is used in breakfast foods. Fermented grain is made into alcohol, which has become a prime use in the USA. A ton of dried maize would yield about 370 kg of ethanol. Maize starch is used in cosmetics, adhesives, glucose and syrup. Oil is extracted from the embryo and used as salad oil, and to make linolium, paints, varnishes, etc. KILLING T.: It is easily killed by frost. GROWING PERIOD: Annual. In Kenya quick-maturing lowland varieties flower in 60 days and mature in 120 days, varieties grown between 1200-2100 m in elevation flowers in 105 days and mature in 210 days, while varieties grown at 2100-3200 m may take 195 days to flower and more than 365 days to mature. In the United States on average it mature in 90-140 days. FURTHER INF.: Maize is one of the most productive species of food plants being the second most important cereal grain after wheat, with milled rice occupying third place. It is the top ranking cereal in grain yield per hectare and is second to wheat in total production. Maize is of great economic significance worldwide as human food as animal feed, and as a source of large number of industrial products. Maize has tremendous variability in kernel colour, texture, composition and appearance. It is classified into distinct types based on (a) endosperm and kernel constitution; (b) kernel colour; (c) environment in which it is grown; d) maturity; and (e) its use. White, yellow and orange are prominent grain colours. Prominent maize kernel types are flint, dent, pop, sweet, floury, morocho, and waxy. Quality Protein Maize (QPM with improved protein quality), and High Oil Corn are speciality maize types. It can be found at elevations between sea level and 4000 m and it can be grown at latitudes from 48°N to 40°S. The photosynthesis pathway C4 III for tropical lowland types and C4 IV for highland and temperate types. Hot, dry winds may reduce the amount of pollen available for fertilization and humid conditions and hail can do damage. Since the crop leaves much of the ground uncovered, soil erosion and water losses can be severe. The optimum yield is 7-11 t/ha, world average 3.6 t/ha. High yields of maize make a heavy drain on soil nutrients. It is probably indigenous to Mexico and Central America."
248815,Zanthoxylum chalybeum,"DESCRIPTION: It is a spiny deciduous shrub or tree up to 12 m, crown rounded but open. Bark pale grey, smooth dark with scales and prickles. Leaves compound, usually 3-5 pairs of shiny leaflets plus a terminal leaflet; leaflets oblong to elliptic or lanceolate, 2.5-7 x 1-2.5 cm, with a strong citrus smell when crushed. Fruit spherical, about 5 mm in diameter, reddish-brown, splitting to allow the shiny black seeds to partly protrude. USE: When dried, the leaves can be brewed to make a kind of tea. The leaves and fruit are eaten by goats throughout the year. The branches are sometimes lopped for feed. It is a good firewood tree. Timber is very hard, heavy, elastic and highly durable. It works well, although it is difficult to nail, finishes and polishes well and has been used for carving, turnery and walking sticks. The twigs are used as toothbrushes. Bark extracts are said to cure malaria. GROWING PERIOD: Perennial. COMMON NAMES: Knob wood. FURTHER INF: It can be found at medium to low altitudes in dry woodland or grassland, often on termite mounds."
10967,Yucca elephantipes,"BRIEF DESCRIPTION  A small, upright or decumbent, evergreen "
10956,Xylocarpus moluccensis,"BRIEF DESCRIPTION Medium-sized, evergreen or briefly deciduous, glabrous tree reaching of 10-17 m in height, with a trunk diameter up to 1 m in diameter with very short or even no buttresses and an elaborated above ground root system. USES  The bark of the bole is rich in tannin. It is used for tanning heavy hides, thoughening fishing-nets and dying cloth. The wood is of good quality, but the trunk is often crooked and hollow. The wood is used for boat building, nails, house-posts, small objects, furniture and firewood. Bark and seeds have medicinal properties. GROWING PERIOD  Perennial. COMMON NAMES  Nyireh batu, Nyiri gundik, Nyiris, Delima wanita, Piagau, Migi, Nyirih batu, Ta buun dam, Ta ban, Xu'o'ng ca. FURTHER INF  Scientific synonyms: Carapa moluccensis. Nyireh batu is often found on sandy and rocky beaches, in coastal shrub just above the high-water mark, but it has also been reported from typically mangrove environments."
10955,Xylocarpus mekongensis,BRIEF DESCRIPTION
10954,Xylocarpus granatum,"BRIEF DESCRIPTION  Small to medium-sized, evergreen or "
10953,Xylia xylocarpa,BRIEF DESCRIPTION  A medium-sized deciduous tree usually 
10952,Xylia dolabriformis,BRIEF DESCRIPTION  A tall deciduous tree than on good sites 
2452,Ximenia americana,"DESCRIPTION: It is a semi-scandent bush-forming shrub or small tree 2-7 m high. Trunk diameter seldom greater than 10 cm; bark dark brown to pale grey, smooth to scaly. The lax, usually divergent branching forms a rounded or conical crown. Leaves alternate, lanceolate to elliptic, 3-8 to 1.5-4 cm. Fruits globose to ellipsoidal drupes about 3 cm long, 2.5 cm thick, glabrous, greenish when young, becoming yellowish (or, rarely, orange-red) when ripe, containing a juicy pulp and 1 seed. USE: The fruits are eaten raw or used to make juice, jams and jellies, or an intoxicating drink. Kernel oil is used as a vegetable butter and young leaves are edible after thorough cooking. The wood is used as firewood and charcoal. Bark and roots are used as tannin. Leaves and twigs are used for fevers, colds, as a mouthwash for toothache, as a laxative and an eye lotion. Leaves are used for headaches, angina, and as a poison antidote. Roots treat skin problems, headaches, leprosy, haemorrhoids, sexually transmitted diseases, guinea worm, sleeping sickness, oedema, and act as an antidote to poison. The fruit is useful in treating habitual constipation. It is planted as an ornamental and used as hedge plant. GROWING PERIOD: Perennial. COMMON NAMES: Sour plum. FURTHER INF: A mostly solitary tree dispersed in open country, savannah, gallery forest, along coastal areas, in the understorey of dry forests, in dry woodlands, or on riverbanks. It is drought resistant and is often found on poor and dry soils, including clays, clay loam, loamy sands, sandy clay loam and sands."
2168,Xanthosoma sagittifolium,"BRIEF DESCRIPTION  A robust herbaceous plant with a short stem, on the apex of which are borne a few large leaves with long erect petioles. It can reach a height of 1.3-2.5 m. The tubers are usually up to 15-25 cm long and flask-shaped. USES  It is mainly cultivated for its tubers, which are rich in carbohydrates, calcium, iron, and phosphorus. The tubers eaten roasted or boiled. Young leaves can be eaten as spinach. The plant is used as a nurse-crop for cacao. The main root is inedible but can be fed to livestock. GROWING PERIOD  Herbaceous perennial herb, under cultivation it may be ready for harvest after 180-545 days, and early maturing types may only require 120 days. COMMON NAMES  Tannia, Tania, Tannier, Yautia, Yautia des anglo saxons, Elephant's ear, Chou caraibe, Belembe, Calalu, Malanga, Tayobe, Tayonne, Tayo Tyo, Mangaretto, Malanga, Macabo, Rascadera, Taioba, Kimpool, Kong Kong Taro, Maduma, New cocoyam, Cocoyam. FURTHER INF  Scientific synonym: X. caracu. Tannia is indigenous to Central and South America. It is often grown where the soil moisture content is too low for the successful cultivation of Colocasia, but production is most successful in areas of high air humidity. Altitudes up to 800-1000 m or even 1900 m are considered suitable for production of Tannia, but the crop is often restricted to lowland areas where climatic conditions favour rapid growth. Optimum yields of coms are 25-37 t/ha, while average is about 6-12 t/ha. Photosynthesis pathway is probably C3."
